,UNIQUE_SUBJECT_UID,Task,Generations,Train,Test,Congruity,Ratio,Training Accuracy,Validation Accuracy,Training Loss,Validation Loss,Layers,Neurons,Activation,Optimizer
179,colors_equate_2_60,colors,3,TS-controlled,AD-controlled,Congruent,75,0.45,0.45,24.9787,24.9787,5,"[64, 64, 64, 32, 32]",tanh,sgd
180,colors_equate_2_41,colors,3,TS-controlled,AD-controlled,Incongruent,75,0.5,0.5,0.8225,0.8225,2,"[64, 32]",sigmoid,adam
181,colors_equate_2_42,colors,3,TS-controlled,AD-controlled,Incongruent,75,1.0,1.0,0.4098,0.4098,2,"[64, 32]",linear,adamax
182,colors_equate_2_43,colors,3,TS-controlled,AD-controlled,Incongruent,75,0.5,0.5,0.7486,0.7486,2,"[64, 64]",sigmoid,adadelta
183,colors_equate_2_44,colors,3,TS-controlled,AD-controlled,Incongruent,75,1.0,1.0,0.0272,0.0272,3,"[64, 64, 128]",elu,adamax
184,colors_equate_2_45,colors,3,TS-controlled,AD-controlled,Incongruent,75,1.0,1.0,0.5014,0.5014,3,"[64, 64, 16]",elu,adagrad
185,colors_equate_2_46,colors,3,TS-controlled,AD-controlled,Incongruent,75,1.0,1.0,0.3349,0.3349,5,"[128, 16, 16, 32, 64]",tanh,adamax
186,colors_equate_2_47,colors,3,TS-controlled,AD-controlled,Incongruent,75,1.0,1.0,0.0637,0.0637,3,"[64, 32, 128]",elu,adamax
187,colors_equate_2_48,colors,3,TS-controlled,AD-controlled,Incongruent,75,0.5,0.5,0.7441,0.7441,2,"[64, 16]",sigmoid,nadam
188,colors_equate_2_49,colors,3,TS-controlled,AD-controlled,Incongruent,75,0.5,0.5,0.694,0.694,5,"[64, 64, 128, 16, 16]",softplus,adagrad
189,colors_equate_2_50,colors,3,TS-controlled,AD-controlled,Incongruent,75,1.0,1.0,0.0239,0.0239,2,"[128, 16]",linear,rmsprop
190,colors_equate_2_51,colors,3,TS-controlled,AD-controlled,Incongruent,75,1.0,1.0,0.2434,0.2434,5,"[16, 32, 64, 64, 16]",elu,adam
191,colors_equate_2_52,colors,3,TS-controlled,AD-controlled,Incongruent,75,0.5,0.5,11970.209,11970.209,2,"[64, 16]",relu,sgd
192,colors_equate_2_53,colors,3,TS-controlled,AD-controlled,Incongruent,75,1.0,1.0,0.4408,0.4408,3,"[64, 64, 16]",elu,nadam
193,colors_equate_2_54,colors,3,TS-controlled,AD-controlled,Incongruent,75,1.0,1.0,0.0651,0.0651,3,"[64, 16, 128]",elu,adamax
194,colors_equate_2_55,colors,3,TS-controlled,AD-controlled,Incongruent,75,1.0,1.0,0.4209,0.4209,2,"[64, 32]",tanh,adamax
195,colors_equate_2_56,colors,3,TS-controlled,AD-controlled,Incongruent,75,1.0,1.0,0.0075,0.0075,5,"[16, 32, 64, 128, 128]",tanh,adagrad
196,colors_equate_2_57,colors,3,TS-controlled,AD-controlled,Incongruent,75,1.0,1.0,0.093,0.093,2,"[64, 128]",elu,nadam
197,colors_equate_2_58,colors,3,TS-controlled,AD-controlled,Incongruent,75,1.0,1.0,0.4393,0.4393,5,"[64, 16, 16, 64, 16]",tanh,nadam
198,colors_equate_2_59,colors,3,TS-controlled,AD-controlled,Incongruent,75,1.0,1.0,0.0499,0.0499,5,"[64, 128, 32, 64, 64]",linear,adam
199,colors_equate_2_60,colors,3,TS-controlled,AD-controlled,Incongruent,75,0.5,0.5,24.9665,24.9665,5,"[64, 64, 64, 32, 32]",tanh,sgd
200,colors_equate_2_41,colors,3,TS-controlled,AD-controlled,Congruent,86,0.45,0.45,0.8607,0.8607,2,"[64, 32]",sigmoid,adam
201,colors_equate_2_42,colors,3,TS-controlled,AD-controlled,Congruent,86,1.0,1.0,0.4117,0.4117,2,"[64, 32]",linear,adamax
202,colors_equate_2_43,colors,3,TS-controlled,AD-controlled,Congruent,86,0.45,0.45,0.7813,0.7813,2,"[64, 64]",sigmoid,adadelta
203,colors_equate_2_44,colors,3,TS-controlled,AD-controlled,Congruent,86,1.0,1.0,0.0328,0.0328,3,"[64, 64, 128]",elu,adamax
204,colors_equate_2_45,colors,3,TS-controlled,AD-controlled,Congruent,86,1.0,1.0,0.5068,0.5068,3,"[64, 64, 16]",elu,adagrad
205,colors_equate_2_46,colors,3,TS-controlled,AD-controlled,Congruent,86,1.0,1.0,0.347,0.347,5,"[128, 16, 16, 32, 64]",tanh,adamax
206,colors_equate_2_47,colors,3,TS-controlled,AD-controlled,Congruent,86,1.0,1.0,0.0774,0.0774,3,"[64, 32, 128]",elu,adamax
207,colors_equate_2_48,colors,3,TS-controlled,AD-controlled,Congruent,86,0.55,0.55,0.7293,0.7293,2,"[64, 16]",sigmoid,nadam
208,colors_equate_2_49,colors,3,TS-controlled,AD-controlled,Congruent,86,0.55,0.55,0.6905,0.6905,5,"[64, 64, 128, 16, 16]",softplus,adagrad
209,colors_equate_2_50,colors,3,TS-controlled,AD-controlled,Congruent,86,1.0,1.0,0.0264,0.0264,2,"[128, 16]",linear,rmsprop
210,colors_equate_2_51,colors,3,TS-controlled,AD-controlled,Congruent,86,1.0,1.0,0.2571,0.2571,5,"[16, 32, 64, 64, 16]",elu,adam
211,colors_equate_2_52,colors,3,TS-controlled,AD-controlled,Congruent,86,0.45,0.45,13157.5322,13157.5322,2,"[64, 16]",relu,sgd
212,colors_equate_2_53,colors,3,TS-controlled,AD-controlled,Congruent,86,1.0,1.0,0.4459,0.4459,3,"[64, 64, 16]",elu,nadam
213,colors_equate_2_54,colors,3,TS-controlled,AD-controlled,Congruent,86,1.0,1.0,0.0883,0.0883,3,"[64, 16, 128]",elu,adamax
214,colors_equate_2_55,colors,3,TS-controlled,AD-controlled,Congruent,86,1.0,1.0,0.4321,0.4321,2,"[64, 32]",tanh,adamax
215,colors_equate_2_56,colors,3,TS-controlled,AD-controlled,Congruent,86,1.0,1.0,0.0082,0.0082,5,"[16, 32, 64, 128, 128]",tanh,adagrad
216,colors_equate_2_57,colors,3,TS-controlled,AD-controlled,Congruent,86,1.0,1.0,0.0905,0.0905,2,"[64, 128]",elu,nadam
217,colors_equate_2_58,colors,3,TS-controlled,AD-controlled,Congruent,86,1.0,1.0,0.4393,0.4393,5,"[64, 16, 16, 64, 16]",tanh,nadam
218,colors_equate_2_59,colors,3,TS-controlled,AD-controlled,Congruent,86,1.0,1.0,0.055,0.055,5,"[64, 128, 32, 64, 64]",linear,adam
219,colors_equate_2_60,colors,3,TS-controlled,AD-controlled,Congruent,86,0.55,0.55,24.9543,24.9543,5,"[64, 64, 64, 32, 32]",tanh,sgd
220,colors_equate_2_41,colors,3,TS-controlled,AD-controlled,Incongruent,86,0.5,0.5,0.8225,0.8225,2,"[64, 32]",sigmoid,adam
221,colors_equate_2_42,colors,3,TS-controlled,AD-controlled,Incongruent,86,1.0,1.0,0.4373,0.4373,2,"[64, 32]",linear,adamax
222,colors_equate_2_43,colors,3,TS-controlled,AD-controlled,Incongruent,86,0.5,0.5,0.7487,0.7487,2,"[64, 64]",sigmoid,adadelta
223,colors_equate_2_44,colors,3,TS-controlled,AD-controlled,Incongruent,86,1.0,1.0,0.0389,0.0389,3,"[64, 64, 128]",elu,adamax
224,colors_equate_2_45,colors,3,TS-controlled,AD-controlled,Incongruent,86,1.0,1.0,0.5283,0.5283,3,"[64, 64, 16]",elu,adagrad
225,colors_equate_2_46,colors,3,TS-controlled,AD-controlled,Incongruent,86,1.0,1.0,0.3666,0.3666,5,"[128, 16, 16, 32, 64]",tanh,adamax
226,colors_equate_2_47,colors,3,TS-controlled,AD-controlled,Incongruent,86,1.0,1.0,0.0857,0.0857,3,"[64, 32, 128]",elu,adamax
227,colors_equate_2_48,colors,3,TS-controlled,AD-controlled,Incongruent,86,0.5,0.5,0.7441,0.7441,2,"[64, 16]",sigmoid,nadam
228,colors_equate_2_49,colors,3,TS-controlled,AD-controlled,Incongruent,86,0.5,0.5,0.6939,0.6939,5,"[64, 64, 128, 16, 16]",softplus,adagrad
229,colors_equate_2_50,colors,3,TS-controlled,AD-controlled,Incongruent,86,1.0,1.0,0.0225,0.0225,2,"[128, 16]",linear,rmsprop
230,colors_equate_2_51,colors,3,TS-controlled,AD-controlled,Incongruent,86,1.0,1.0,0.2588,0.2588,5,"[16, 32, 64, 64, 16]",elu,adam
231,colors_equate_2_52,colors,3,TS-controlled,AD-controlled,Incongruent,86,0.5,0.5,11965.668,11965.668,2,"[64, 16]",relu,sgd
232,colors_equate_2_53,colors,3,TS-controlled,AD-controlled,Incongruent,86,1.0,1.0,0.4621,0.4621,3,"[64, 64, 16]",elu,nadam
233,colors_equate_2_54,colors,3,TS-controlled,AD-controlled,Incongruent,86,1.0,1.0,0.0847,0.0847,3,"[64, 16, 128]",elu,adamax
234,colors_equate_2_55,colors,3,TS-controlled,AD-controlled,Incongruent,86,1.0,1.0,0.447,0.447,2,"[64, 32]",tanh,adamax
235,colors_equate_2_56,colors,3,TS-controlled,AD-controlled,Incongruent,86,1.0,1.0,0.0117,0.0117,5,"[16, 32, 64, 128, 128]",tanh,adagrad
236,colors_equate_2_57,colors,3,TS-controlled,AD-controlled,Incongruent,86,1.0,1.0,0.0954,0.0954,2,"[64, 128]",elu,nadam
237,colors_equate_2_58,colors,3,TS-controlled,AD-controlled,Incongruent,86,1.0,1.0,0.4379,0.4379,5,"[64, 16, 16, 64, 16]",tanh,nadam
238,colors_equate_2_59,colors,3,TS-controlled,AD-controlled,Incongruent,86,1.0,1.0,0.0643,0.0643,5,"[64, 128, 32, 64, 64]",linear,adam
239,colors_equate_2_60,colors,3,TS-controlled,AD-controlled,Incongruent,86,0.5,0.5,24.9665,24.9665,5,"[64, 64, 64, 32, 32]",tanh,sgd
0,colors-count_equate_2_581,colors-count,30,TS-controlled,TS-controlled,Congruent,50,1.0,1.0,0.0486,0.0486,5,"[128, 128, 32, 64, 128]",elu,adam
1,colors-count_equate_2_582,colors-count,30,TS-controlled,TS-controlled,Congruent,50,1.0,1.0,0.1934,0.1934,4,"[64, 64, 32, 128]",tanh,adagrad
2,colors-count_equate_2_583,colors-count,30,TS-controlled,TS-controlled,Congruent,50,1.0,1.0,0.1571,0.1571,4,"[32, 128, 64, 64]",elu,adam
3,colors-count_equate_2_584,colors-count,30,TS-controlled,TS-controlled,Congruent,50,0.95,0.95,0.3557,0.3557,2,"[64, 64]",elu,adagrad
4,colors-count_equate_2_585,colors-count,30,TS-controlled,TS-controlled,Congruent,50,1.0,1.0,0.2556,0.2556,5,"[64, 16, 64, 128, 128]",tanh,adagrad
5,colors-count_equate_2_586,colors-count,30,TS-controlled,TS-controlled,Congruent,50,0.35,0.35,0.6979,0.6979,3,"[64, 16, 32]",softplus,adagrad
6,colors-count_equate_2_587,colors-count,30,TS-controlled,TS-controlled,Congruent,50,1.0,1.0,0.5168,0.5168,4,"[128, 128, 64, 16]",elu,adagrad
7,colors-count_equate_2_588,colors-count,30,TS-controlled,TS-controlled,Congruent,50,1.0,1.0,0.3588,0.3588,4,"[64, 64, 64, 64]",tanh,adagrad
8,colors-count_equate_2_589,colors-count,30,TS-controlled,TS-controlled,Congruent,50,0.95,0.95,0.3518,0.3518,5,"[32, 32, 32, 16, 128]",tanh,adagrad
9,colors-count_equate_2_590,colors-count,30,TS-controlled,TS-controlled,Congruent,50,1.0,1.0,0.1962,0.1962,5,"[32, 16, 64, 64, 128]",elu,nadam
10,colors-count_equate_2_591,colors-count,30,TS-controlled,TS-controlled,Congruent,50,0.95,0.95,0.4101,0.4101,4,"[128, 16, 32, 16]",elu,adagrad
11,colors-count_equate_2_592,colors-count,30,TS-controlled,TS-controlled,Congruent,50,1.0,1.0,0.328,0.328,5,"[128, 64, 32, 32, 128]",elu,adagrad
12,colors-count_equate_2_593,colors-count,30,TS-controlled,TS-controlled,Congruent,50,1.0,1.0,0.35,0.35,4,"[128, 128, 64, 64]",elu,nadam
13,colors-count_equate_2_594,colors-count,30,TS-controlled,TS-controlled,Congruent,50,0.95,0.95,0.3962,0.3962,5,"[32, 128, 32, 16, 128]",tanh,adagrad
14,colors-count_equate_2_595,colors-count,30,TS-controlled,TS-controlled,Congruent,50,0.65,0.65,20.8471,20.8471,5,"[32, 16, 32, 64, 128]",tanh,sgd
15,colors-count_equate_2_596,colors-count,30,TS-controlled,TS-controlled,Congruent,50,1.0,1.0,0.1906,0.1906,5,"[128, 128, 128, 16, 128]",elu,adagrad
16,colors-count_equate_2_597,colors-count,30,TS-controlled,TS-controlled,Congruent,50,0.95,0.95,0.3888,0.3888,4,"[128, 64, 32, 64]",elu,adagrad
17,colors-count_equate_2_598,colors-count,30,TS-controlled,TS-controlled,Congruent,50,1.0,1.0,0.4116,0.4116,5,"[32, 32, 32, 16, 16]",elu,adagrad
18,colors-count_equate_2_599,colors-count,30,TS-controlled,TS-controlled,Congruent,50,1.0,1.0,0.4187,0.4187,5,"[32, 16, 32, 64, 16]",elu,adagrad
19,colors-count_equate_2_600,colors-count,30,TS-controlled,TS-controlled,Congruent,50,1.0,1.0,0.0894,0.0894,5,"[32, 32, 32, 16, 128]",elu,adam
20,colors-count_equate_2_581,colors-count,30,TS-controlled,TS-controlled,Incongruent,50,0.9,0.9,0.2685,0.2685,5,"[128, 128, 32, 64, 128]",elu,adam
21,colors-count_equate_2_582,colors-count,30,TS-controlled,TS-controlled,Incongruent,50,0.9,0.9,0.3452,0.3452,4,"[64, 64, 32, 128]",tanh,adagrad
22,colors-count_equate_2_583,colors-count,30,TS-controlled,TS-controlled,Incongruent,50,0.9,0.9,0.3118,0.3118,4,"[32, 128, 64, 64]",elu,adam
23,colors-count_equate_2_584,colors-count,30,TS-controlled,TS-controlled,Incongruent,50,0.95,0.95,0.466,0.466,2,"[64, 64]",elu,adagrad
24,colors-count_equate_2_585,colors-count,30,TS-controlled,TS-controlled,Incongruent,50,0.95,0.95,0.4865,0.4865,5,"[64, 16, 64, 128, 128]",tanh,adagrad
25,colors-count_equate_2_586,colors-count,30,TS-controlled,TS-controlled,Incongruent,50,0.35,0.35,0.6979,0.6979,3,"[64, 16, 32]",softplus,adagrad
26,colors-count_equate_2_587,colors-count,30,TS-controlled,TS-controlled,Incongruent,50,0.95,0.95,0.6077,0.6077,4,"[128, 128, 64, 16]",elu,adagrad
27,colors-count_equate_2_588,colors-count,30,TS-controlled,TS-controlled,Incongruent,50,0.95,0.95,0.468,0.468,4,"[64, 64, 64, 64]",tanh,adagrad
28,colors-count_equate_2_589,colors-count,30,TS-controlled,TS-controlled,Incongruent,50,0.95,0.95,0.4868,0.4868,5,"[32, 32, 32, 16, 128]",tanh,adagrad
29,colors-count_equate_2_590,colors-count,30,TS-controlled,TS-controlled,Incongruent,50,1.0,1.0,0.3115,0.3115,5,"[32, 16, 64, 64, 128]",elu,nadam
30,colors-count_equate_2_591,colors-count,30,TS-controlled,TS-controlled,Incongruent,50,0.9,0.9,0.5619,0.5619,4,"[128, 16, 32, 16]",elu,adagrad
31,colors-count_equate_2_592,colors-count,30,TS-controlled,TS-controlled,Incongruent,50,0.95,0.95,0.5474,0.5474,5,"[128, 64, 32, 32, 128]",elu,adagrad
32,colors-count_equate_2_593,colors-count,30,TS-controlled,TS-controlled,Incongruent,50,1.0,1.0,0.4703,0.4703,4,"[128, 128, 64, 64]",elu,nadam
33,colors-count_equate_2_594,colors-count,30,TS-controlled,TS-controlled,Incongruent,50,0.95,0.95,0.479,0.479,5,"[32, 128, 32, 16, 128]",tanh,adagrad
34,colors-count_equate_2_595,colors-count,30,TS-controlled,TS-controlled,Incongruent,50,0.65,0.65,20.8471,20.8471,5,"[32, 16, 32, 64, 128]",tanh,sgd
35,colors-count_equate_2_596,colors-count,30,TS-controlled,TS-controlled,Incongruent,50,0.95,0.95,0.3925,0.3925,5,"[128, 128, 128, 16, 128]",elu,adagrad
36,colors-count_equate_2_597,colors-count,30,TS-controlled,TS-controlled,Incongruent,50,0.85,0.85,0.5607,0.5607,4,"[128, 64, 32, 64]",elu,adagrad
37,colors-count_equate_2_598,colors-count,30,TS-controlled,TS-controlled,Incongruent,50,0.8,0.8,0.5831,0.5831,5,"[32, 32, 32, 16, 16]",elu,adagrad
38,colors-count_equate_2_599,colors-count,30,TS-controlled,TS-controlled,Incongruent,50,0.95,0.95,0.5616,0.5616,5,"[32, 16, 32, 64, 16]",elu,adagrad
39,colors-count_equate_2_600,colors-count,30,TS-controlled,TS-controlled,Incongruent,50,1.0,1.0,0.2609,0.2609,5,"[32, 32, 32, 16, 128]",elu,adam
40,colors-count_equate_2_581,colors-count,30,TS-controlled,TS-controlled,Congruent,56,1.0,1.0,0.1076,0.1076,5,"[128, 128, 32, 64, 128]",elu,adam
41,colors-count_equate_2_582,colors-count,30,TS-controlled,TS-controlled,Congruent,56,1.0,1.0,0.2604,0.2604,4,"[64, 64, 32, 128]",tanh,adagrad
42,colors-count_equate_2_583,colors-count,30,TS-controlled,TS-controlled,Congruent,56,1.0,1.0,0.1966,0.1966,4,"[32, 128, 64, 64]",elu,adam
43,colors-count_equate_2_584,colors-count,30,TS-controlled,TS-controlled,Congruent,56,0.95,0.95,0.4237,0.4237,2,"[64, 64]",elu,adagrad
44,colors-count_equate_2_585,colors-count,30,TS-controlled,TS-controlled,Congruent,56,1.0,1.0,0.2669,0.2669,5,"[64, 16, 64, 128, 128]",tanh,adagrad
45,colors-count_equate_2_586,colors-count,30,TS-controlled,TS-controlled,Congruent,56,0.65,0.65,0.6926,0.6926,3,"[64, 16, 32]",softplus,adagrad
46,colors-count_equate_2_587,colors-count,30,TS-controlled,TS-controlled,Congruent,56,1.0,1.0,0.5426,0.5426,4,"[128, 128, 64, 16]",elu,adagrad
47,colors-count_equate_2_588,colors-count,30,TS-controlled,TS-controlled,Congruent,56,1.0,1.0,0.4134,0.4134,4,"[64, 64, 64, 64]",tanh,adagrad
48,colors-count_equate_2_589,colors-count,30,TS-controlled,TS-controlled,Congruent,56,1.0,1.0,0.4007,0.4007,5,"[32, 32, 32, 16, 128]",tanh,adagrad
49,colors-count_equate_2_590,colors-count,30,TS-controlled,TS-controlled,Congruent,56,1.0,1.0,0.2647,0.2647,5,"[32, 16, 64, 64, 128]",elu,nadam
50,colors-count_equate_2_591,colors-count,30,TS-controlled,TS-controlled,Congruent,56,1.0,1.0,0.432,0.432,4,"[128, 16, 32, 16]",elu,adagrad
51,colors-count_equate_2_592,colors-count,30,TS-controlled,TS-controlled,Congruent,56,0.95,0.95,0.3256,0.3256,5,"[128, 64, 32, 32, 128]",elu,adagrad
52,colors-count_equate_2_593,colors-count,30,TS-controlled,TS-controlled,Congruent,56,1.0,1.0,0.4194,0.4194,4,"[128, 128, 64, 64]",elu,nadam
53,colors-count_equate_2_594,colors-count,30,TS-controlled,TS-controlled,Congruent,56,1.0,1.0,0.4453,0.4453,5,"[32, 128, 32, 16, 128]",tanh,adagrad
54,colors-count_equate_2_595,colors-count,30,TS-controlled,TS-controlled,Congruent,56,0.35,0.35,23.0634,23.0634,5,"[32, 16, 32, 64, 128]",tanh,sgd
55,colors-count_equate_2_596,colors-count,30,TS-controlled,TS-controlled,Congruent,56,1.0,1.0,0.2152,0.2152,5,"[128, 128, 128, 16, 128]",elu,adagrad
56,colors-count_equate_2_597,colors-count,30,TS-controlled,TS-controlled,Congruent,56,0.95,0.95,0.3877,0.3877,4,"[128, 64, 32, 64]",elu,adagrad
57,colors-count_equate_2_598,colors-count,30,TS-controlled,TS-controlled,Congruent,56,1.0,1.0,0.4442,0.4442,5,"[32, 32, 32, 16, 16]",elu,adagrad
58,colors-count_equate_2_599,colors-count,30,TS-controlled,TS-controlled,Congruent,56,1.0,1.0,0.4805,0.4805,5,"[32, 16, 32, 64, 16]",elu,adagrad
59,colors-count_equate_2_600,colors-count,30,TS-controlled,TS-controlled,Congruent,56,1.0,1.0,0.1273,0.1273,5,"[32, 32, 32, 16, 128]",elu,adam
60,colors-count_equate_2_581,colors-count,30,TS-controlled,TS-controlled,Incongruent,56,0.9,0.9,0.3568,0.3568,5,"[128, 128, 32, 64, 128]",elu,adam
61,colors-count_equate_2_582,colors-count,30,TS-controlled,TS-controlled,Incongruent,56,0.95,0.95,0.3404,0.3404,4,"[64, 64, 32, 128]",tanh,adagrad
62,colors-count_equate_2_583,colors-count,30,TS-controlled,TS-controlled,Incongruent,56,0.95,0.95,0.2971,0.2971,4,"[32, 128, 64, 64]",elu,adam
63,colors-count_equate_2_584,colors-count,30,TS-controlled,TS-controlled,Incongruent,56,0.9,0.9,0.4534,0.4534,2,"[64, 64]",elu,adagrad
64,colors-count_equate_2_585,colors-count,30,TS-controlled,TS-controlled,Incongruent,56,0.8,0.8,0.4856,0.4856,5,"[64, 16, 64, 128, 128]",tanh,adagrad
65,colors-count_equate_2_586,colors-count,30,TS-controlled,TS-controlled,Incongruent,56,0.65,0.65,0.6926,0.6926,3,"[64, 16, 32]",softplus,adagrad
66,colors-count_equate_2_587,colors-count,30,TS-controlled,TS-controlled,Incongruent,56,0.9,0.9,0.6036,0.6036,4,"[128, 128, 64, 16]",elu,adagrad
67,colors-count_equate_2_588,colors-count,30,TS-controlled,TS-controlled,Incongruent,56,0.9,0.9,0.4726,0.4726,4,"[64, 64, 64, 64]",tanh,adagrad
68,colors-count_equate_2_589,colors-count,30,TS-controlled,TS-controlled,Incongruent,56,0.9,0.9,0.4833,0.4833,5,"[32, 32, 32, 16, 128]",tanh,adagrad
69,colors-count_equate_2_590,colors-count,30,TS-controlled,TS-controlled,Incongruent,56,0.9,0.9,0.3175,0.3175,5,"[32, 16, 64, 64, 128]",elu,nadam
70,colors-count_equate_2_591,colors-count,30,TS-controlled,TS-controlled,Incongruent,56,0.85,0.85,0.5704,0.5704,4,"[128, 16, 32, 16]",elu,adagrad
71,colors-count_equate_2_592,colors-count,30,TS-controlled,TS-controlled,Incongruent,56,0.85,0.85,0.5497,0.5497,5,"[128, 64, 32, 32, 128]",elu,adagrad
72,colors-count_equate_2_593,colors-count,30,TS-controlled,TS-controlled,Incongruent,56,0.85,0.85,0.4903,0.4903,4,"[128, 128, 64, 64]",elu,nadam
73,colors-count_equate_2_594,colors-count,30,TS-controlled,TS-controlled,Incongruent,56,0.85,0.85,0.4691,0.4691,5,"[32, 128, 32, 16, 128]",tanh,adagrad
74,colors-count_equate_2_595,colors-count,30,TS-controlled,TS-controlled,Incongruent,56,0.35,0.35,23.0634,23.0634,5,"[32, 16, 32, 64, 128]",tanh,sgd
75,colors-count_equate_2_596,colors-count,30,TS-controlled,TS-controlled,Incongruent,56,0.8,0.8,0.4044,0.4044,5,"[128, 128, 128, 16, 128]",elu,adagrad
76,colors-count_equate_2_597,colors-count,30,TS-controlled,TS-controlled,Incongruent,56,0.85,0.85,0.4763,0.4763,4,"[128, 64, 32, 64]",elu,adagrad
77,colors-count_equate_2_598,colors-count,30,TS-controlled,TS-controlled,Incongruent,56,0.9,0.9,0.5425,0.5425,5,"[32, 32, 32, 16, 16]",elu,adagrad
78,colors-count_equate_2_599,colors-count,30,TS-controlled,TS-controlled,Incongruent,56,0.8,0.8,0.582,0.582,5,"[32, 16, 32, 64, 16]",elu,adagrad
79,colors-count_equate_2_600,colors-count,30,TS-controlled,TS-controlled,Incongruent,56,0.85,0.85,0.3037,0.3037,5,"[32, 32, 32, 16, 128]",elu,adam
80,colors-count_equate_2_581,colors-count,30,TS-controlled,TS-controlled,Congruent,63,1.0,1.0,0.1379,0.1379,5,"[128, 128, 32, 64, 128]",elu,adam
81,colors-count_equate_2_582,colors-count,30,TS-controlled,TS-controlled,Congruent,63,1.0,1.0,0.2843,0.2843,4,"[64, 64, 32, 128]",tanh,adagrad
82,colors-count_equate_2_583,colors-count,30,TS-controlled,TS-controlled,Congruent,63,1.0,1.0,0.2374,0.2374,4,"[32, 128, 64, 64]",elu,adam
83,colors-count_equate_2_584,colors-count,30,TS-controlled,TS-controlled,Congruent,63,0.9,0.9,0.4427,0.4427,2,"[64, 64]",elu,adagrad
84,colors-count_equate_2_585,colors-count,30,TS-controlled,TS-controlled,Congruent,63,1.0,1.0,0.2949,0.2949,5,"[64, 16, 64, 128, 128]",tanh,adagrad
85,colors-count_equate_2_586,colors-count,30,TS-controlled,TS-controlled,Congruent,63,0.65,0.65,0.6926,0.6926,3,"[64, 16, 32]",softplus,adagrad
86,colors-count_equate_2_587,colors-count,30,TS-controlled,TS-controlled,Congruent,63,1.0,1.0,0.5674,0.5674,4,"[128, 128, 64, 16]",elu,adagrad
87,colors-count_equate_2_588,colors-count,30,TS-controlled,TS-controlled,Congruent,63,1.0,1.0,0.4327,0.4327,4,"[64, 64, 64, 64]",tanh,adagrad
88,colors-count_equate_2_589,colors-count,30,TS-controlled,TS-controlled,Congruent,63,1.0,1.0,0.4201,0.4201,5,"[32, 32, 32, 16, 128]",tanh,adagrad
89,colors-count_equate_2_590,colors-count,30,TS-controlled,TS-controlled,Congruent,63,1.0,1.0,0.3009,0.3009,5,"[32, 16, 64, 64, 128]",elu,nadam
90,colors-count_equate_2_591,colors-count,30,TS-controlled,TS-controlled,Congruent,63,0.9,0.9,0.4854,0.4854,4,"[128, 16, 32, 16]",elu,adagrad
91,colors-count_equate_2_592,colors-count,30,TS-controlled,TS-controlled,Congruent,63,1.0,1.0,0.3233,0.3233,5,"[128, 64, 32, 32, 128]",elu,adagrad
92,colors-count_equate_2_593,colors-count,30,TS-controlled,TS-controlled,Congruent,63,1.0,1.0,0.4562,0.4562,4,"[128, 128, 64, 64]",elu,nadam
93,colors-count_equate_2_594,colors-count,30,TS-controlled,TS-controlled,Congruent,63,1.0,1.0,0.4464,0.4464,5,"[32, 128, 32, 16, 128]",tanh,adagrad
94,colors-count_equate_2_595,colors-count,30,TS-controlled,TS-controlled,Congruent,63,0.35,0.35,23.0634,23.0634,5,"[32, 16, 32, 64, 128]",tanh,sgd
95,colors-count_equate_2_596,colors-count,30,TS-controlled,TS-controlled,Congruent,63,1.0,1.0,0.2411,0.2411,5,"[128, 128, 128, 16, 128]",elu,adagrad
96,colors-count_equate_2_597,colors-count,30,TS-controlled,TS-controlled,Congruent,63,0.95,0.95,0.402,0.402,4,"[128, 64, 32, 64]",elu,adagrad
97,colors-count_equate_2_598,colors-count,30,TS-controlled,TS-controlled,Congruent,63,1.0,1.0,0.4856,0.4856,5,"[32, 32, 32, 16, 16]",elu,adagrad
98,colors-count_equate_2_599,colors-count,30,TS-controlled,TS-controlled,Congruent,63,1.0,1.0,0.5075,0.5075,5,"[32, 16, 32, 64, 16]",elu,adagrad
99,colors-count_equate_2_600,colors-count,30,TS-controlled,TS-controlled,Congruent,63,1.0,1.0,0.18,0.18,5,"[32, 32, 32, 16, 128]",elu,adam
100,colors-count_equate_2_581,colors-count,30,TS-controlled,TS-controlled,Incongruent,63,0.85,0.85,0.4256,0.4256,5,"[128, 128, 32, 64, 128]",elu,adam
101,colors-count_equate_2_582,colors-count,30,TS-controlled,TS-controlled,Incongruent,63,0.9,0.9,0.4141,0.4141,4,"[64, 64, 32, 128]",tanh,adagrad
